598	Sao Paulo; Editora Salesiana Dom Bosco	\N
599	Pflaum	\N
604	Earthlight	142069
605	Ecco Press	\N
606	Questar / Warner Books	\N
607	Inda Specialty Publishing	\N
609	The Greenwich Workshop Press	\N
612	Porcupine's Quill	300246
617	Winslow Press	\N
621	David & Charles	\N
624	Armada	369590
628	Anamnesis Press	\N
630	Asylum Publications	\N
631	Waite Group Press	\N
632	Star	\N
633	Night Shade Books	\N
634	Prentice-Hall	\N
636	Charter Diamond	\N
638	John Murray	\N
640	W. H. Allen	\N
641	Hanover House	146347
642	Southern Illinois University Press	143646
643	Dragon	\N
645	Scholastic UK	\N
646	Necronomicon Press	\N
648	Edgewood Press	\N
650	Beagle Books / Ballantine	\N
651	Ferret Fantasy	143103
655	D. Appleton & Company	137292
657	Incunabula	\N
659	Mojo Press	\N
661	Jonathan Cape	199235
662	Boson Books	\N
667	Hamilton & Co.	146344
670	Naiad Press	\N
671	Kesselring	144069
674	Award Books	\N
675	Pellegrini & Cudahy	\N
681	Joanna Cotler Books / HarperCollins	\N
686	Rhinoceros	\N
688	Kensington Books	\N
693	Hodder Children's Books	\N
696	G. P. Putnam's Sons	\N
698	Barrie & Jenkins	\N
700	The Minerva Center	\N
702	Hypatia Press	143096
704	Workman Publishing	\N
705	Morpheus International	\N
707	Elsevier / Nelson Books	\N
708	Xexoxial Editions	\N
711	Borderlands Press	\N
714	HarperCollins (Australia)	\N
715	New Era	\N
716	Totem Books	\N
717	FASA	143119
718	Books of Wonder	\N
719	Weidenfeld & Nicolson	0
721	Four Walls Eight Windows	\N
722	Charnel House	\N
724	Southern Rose Productions	\N
725	Ringpull	\N
726	Celadon Press	\N
727	Roadkill Press	\N
730	Cinemaker Press	\N
731	JK Books	\N
733	Axolotl Press	\N
734	Axolotl Press / Pulphouse Publishing	\N
735	Writer's Digest Books	\N
736	Seville Pub. Co., Los Angeles	\N
737	Avon Camelot	\N
741	Bantam Skylark	\N
743	Llewellyn Publications	203006
746	Frederick Fell	144228
753	Bradbury Press	\N
759	AmErica House	\N
760	Macfadden-Bartell	\N
761	PaperJacks	\N
762	Targ Editions	\N
764	Scholastic Book Services	\N
766	Charles River Media	\N
767	Underwood-Miller	307807
771	Book Guild Publishing	\N
774	Permabooks	\N
775	Ace/Putnam	260881
777	Teens Mandarin	317684
778	Jubilee	434580
779	Octopus Books	141987
781	Commonwealth Publications	\N
783	Science Fiction & Fantasy Publications	143108
784	Ceolfrith Press	\N
786	Boulevard Books	\N
788	Broken Mirrors Press	\N
790	Walker Books (UK)	317479
794	UMI Research Press	\N
795	Laser	509865
796	Four Winds Press / Macmillan	\N
797	Fontana Overseas	\N
803	Flamingo / HarperCollins	\N
804	Longmans, Green and Co.	\N
806	Marietta Publishing	196651
807	Dark Harvest	150427
809	Eidolon Publications	299773
810	Bantam Starfire	\N
811	The Harvill Press	\N
812	Tower Books	\N
814	Signet Creed	\N
815	Poseidon Press	\N
816	Circlet Press	491674
817	Vision Novels	\N
821	West End Books	\N
824	Longmeadow Press	\N
825	Baskerville Books	\N
826	Bluestocking Books	\N
827	Black Swan	219240
828	Lynx Books	\N
832	Tesseract Books	\N
833	Sceptre	150973
835	University Press of Colorado	\N
836	Gabriel Press	140253
837	Commonwealth	\N
840	Arbor House / William Morrow	\N
841	SFF Net	\N
843	Chaosium	\N
845	Farrar, Straus and Cudahy	140028
846	Vintage Crime / Black Lizard / Vintage Books	\N
847	Black Library / BL Publishing (UK)	\N
851	Luchterhand	510238
852	Harper & Brothers	141330
853	Schocken Books	\N
855	Puffin Plus (UK)	\N
856	Lutterworth Press	\N
857	University Press of Kentucky	\N
864	Garland Publishing	\N
865	Timescape Books	412191
869	Cleis Press	\N
871	Golden Press	\N
872	Jameson	\N
875	Onlywomen Press	\N
